index,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,poutcome,y
15956,56,entrepreneur,married,tertiary,0,8741,yes,0,unknown,20,5,3,-1,0,unknown,0
15957,46,management,married,tertiary,0,273,yes,0,cellular,10,5,6,53,6,success,1
15958,30,blue-collar,single,secondary,0,49,no,1,unknown,27,5,2,-1,0,unknown,0
15959,47,services,married,secondary,0,2322,no,0,cellular,22,8,1,-1,0,unknown,0
15960,39,technician,married,secondary,0,214,yes,0,unknown,27,5,11,-1,0,unknown,0
15961,27,student,single,secondary,0,16173,yes,0,unknown,28,5,1,-1,0,unknown,0
15962,45,self-employed,married,tertiary,0,0,yes,0,cellular,17,11,1,-1,0,unknown,0
15963,55,services,married,secondary,0,-626,yes,1,cellular,5,5,2,278,5,failure,0
15964,56,management,married,tertiary,0,0,yes,0,telephone,5,5,2,-1,0,unknown,0
15965,33,management,single,tertiary,0,131,yes,0,cellular,12,10,3,427,2,failure,1
15966,55,technician,single,secondary,0,2043,yes,0,cellular,18,11,1,-1,0,unknown,0
15967,32,blue-collar,single,primary,0,1137,yes,1,cellular,6,5,1,-1,0,unknown,0
15968,29,blue-collar,single,primary,0,365,yes,1,cellular,5,2,1,274,2,failure,0
15969,30,management,single,tertiary,0,536,no,0,cellular,2,7,1,-1,0,unknown,1
15970,31,management,married,tertiary,0,582,yes,0,cellular,15,7,2,-1,0,unknown,0
15971,32,technician,married,secondary,0,5560,yes,1,cellular,20,11,3,-1,0,unknown,0
15972,44,blue-collar,married,primary,0,1139,no,1,cellular,8,7,2,-1,0,unknown,0
15973,45,admin.,married,secondary,0,925,no,0,cellular,6,8,2,-1,0,unknown,1
15974,33,blue-collar,single,secondary,0,179,no,0,cellular,14,7,7,-1,0,unknown,0
15975,25,student,single,unknown,0,722,no,0,telephone,21,4,2,-1,0,unknown,1
15976,35,blue-collar,married,secondary,0,-557,yes,1,unknown,21,5,1,-1,0,unknown,0
15977,36,blue-collar,married,primary,0,345,yes,0,cellular,20,4,1,-1,0,unknown,0
15978,34,management,single,tertiary,0,0,no,0,cellular,21,8,2,-1,0,unknown,0
15979,37,housemaid,single,secondary,0,465,yes,0,cellular,18,5,3,-1,0,unknown,1
15980,61,housemaid,married,primary,0,211,no,0,cellular,31,8,2,186,3,failure,1
15981,58,unemployed,single,secondary,0,1013,yes,0,cellular,30,7,5,-1,0,unknown,0
15982,26,self-employed,single,tertiary,0,2857,no,0,cellular,3,7,1,-1,0,unknown,1
15983,49,management,married,tertiary,0,4374,yes,0,cellular,31,7,3,-1,0,unknown,0
15984,41,technician,single,secondary,0,5329,no,0,cellular,14,7,2,-1,0,unknown,1
15985,30,technician,married,secondary,0,817,yes,0,cellular,21,11,3,91,4,failure,0
15986,40,unemployed,divorced,secondary,0,991,yes,0,unknown,12,6,2,-1,0,unknown,0
15987,44,entrepreneur,married,primary,0,650,yes,0,cellular,6,5,2,-1,0,unknown,0
15988,38,admin.,married,secondary,0,3047,yes,0,unknown,6,5,2,-1,0,unknown,0
15989,36,unemployed,married,secondary,0,17458,no,0,cellular,23,9,2,-1,0,unknown,0
15990,36,services,married,secondary,0,238,no,0,cellular,30,1,1,-1,0,unknown,0
15991,28,blue-collar,single,secondary,0,4229,yes,1,cellular,5,5,2,-1,0,unknown,0
15992,27,services,married,secondary,0,221,no,1,cellular,7,7,1,-1,0,unknown,0
15993,39,admin.,married,secondary,0,-288,no,0,unknown,23,5,9,-1,0,unknown,0
15994,31,services,single,tertiary,0,10122,yes,0,cellular,25,7,1,-1,0,unknown,0
15995,30,services,divorced,secondary,0,0,yes,0,cellular,13,5,1,-1,0,unknown,0
15996,31,blue-collar,married,secondary,0,29,no,0,cellular,30,7,3,-1,0,unknown,0
15997,39,management,married,tertiary,0,198,yes,0,unknown,19,5,8,-1,0,unknown,0
15998,59,self-employed,married,unknown,0,59,no,0,cellular,12,8,2,-1,0,unknown,0
15999,32,technician,married,secondary,0,14,no,0,cellular,22,8,6,-1,0,unknown,0
16000,52,blue-collar,married,secondary,0,3429,yes,0,cellular,17,4,1,-1,0,unknown,0
16001,27,services,single,primary,0,140,yes,1,cellular,25,7,1,-1,0,unknown,0
16002,30,blue-collar,married,secondary,0,975,yes,0,cellular,13,5,2,351,2,failure,0
16003,27,self-employed,single,tertiary,0,1237,yes,1,unknown,2,6,4,-1,0,unknown,0
16004,49,self-employed,married,secondary,0,505,yes,0,telephone,15,5,2,-1,0,unknown,0
16005,28,self-employed,single,tertiary,0,270,yes,0,cellular,7,5,2,345,2,failure,0
16006,52,management,married,tertiary,0,163,no,0,cellular,28,8,6,-1,0,unknown,0
16007,36,management,single,tertiary,0,0,no,0,cellular,13,8,8,-1,0,unknown,0
16008,42,blue-collar,married,primary,0,1288,yes,0,unknown,14,5,1,-1,0,unknown,0
16009,31,blue-collar,married,primary,0,3283,yes,0,unknown,29,5,5,-1,0,unknown,0
16010,39,blue-collar,married,primary,0,4,yes,0,cellular,19,11,5,-1,0,unknown,0
16011,45,technician,single,tertiary,0,0,yes,0,cellular,18,11,2,-1,0,unknown,0
16012,30,services,single,secondary,0,370,no,0,cellular,20,11,1,-1,0,unknown,0
16013,55,unemployed,married,primary,0,8585,no,0,telephone,28,1,2,-1,0,unknown,0
16014,28,admin.,single,tertiary,0,336,no,0,cellular,26,5,1,-1,0,unknown,0
16015,53,management,married,tertiary,0,1356,yes,0,cellular,9,11,2,96,4,failure,0
16016,61,management,married,tertiary,0,267,no,0,cellular,20,4,1,-1,0,unknown,1
16017,21,student,single,secondary,0,2488,no,0,cellular,12,10,1,-1,0,unknown,1
16018,45,blue-collar,married,primary,0,0,yes,0,telephone,11,5,1,362,7,failure,0
16019,40,management,married,tertiary,0,6008,yes,0,cellular,18,11,1,-1,0,unknown,0
16020,51,management,married,tertiary,0,4917,no,0,cellular,23,4,1,-1,0,unknown,1
16021,50,self-employed,married,secondary,0,0,yes,0,telephone,12,5,2,175,11,other,0
16022,47,services,married,primary,0,222,yes,0,unknown,7,5,1,-1,0,unknown,0
16023,47,services,married,primary,0,0,yes,1,cellular,20,8,4,-1,0,unknown,0
16024,31,services,married,secondary,0,0,yes,0,cellular,8,5,2,-1,0,unknown,0
16025,70,retired,married,tertiary,0,44,no,0,cellular,18,9,2,88,2,other,1
16026,51,self-employed,married,tertiary,0,50,yes,0,cellular,14,7,3,-1,0,unknown,0
16027,53,management,married,tertiary,0,657,no,0,cellular,11,8,2,-1,0,unknown,0
16028,34,student,single,unknown,0,86,no,0,cellular,16,11,2,178,1,failure,0
16029,61,retired,married,primary,0,1515,yes,0,cellular,15,4,2,-1,0,unknown,0
16030,30,blue-collar,single,secondary,0,3950,yes,0,telephone,18,5,4,370,3,other,0
16031,56,management,single,secondary,0,237,yes,0,telephone,17,11,3,131,4,failure,0
16032,54,technician,married,secondary,0,965,no,0,cellular,26,8,4,-1,0,unknown,0
16033,31,blue-collar,married,secondary,0,512,yes,0,cellular,18,5,2,-1,0,unknown,0
16034,51,technician,married,secondary,0,-491,yes,1,cellular,13,5,2,-1,0,unknown,0
16035,60,retired,married,secondary,0,1853,no,0,cellular,11,8,1,-1,0,unknown,1
16036,33,technician,married,tertiary,1,56,no,0,cellular,20,8,2,-1,0,unknown,0
16037,40,services,married,secondary,0,28,no,0,telephone,17,11,1,-1,0,unknown,0
16038,50,blue-collar,married,secondary,0,1400,yes,0,cellular,11,5,1,-1,0,unknown,0
16039,24,admin.,single,secondary,0,507,yes,0,unknown,13,5,3,-1,0,unknown,0
16040,50,management,married,tertiary,0,-470,yes,0,cellular,8,5,2,170,3,failure,0
16041,47,technician,married,secondary,0,0,yes,0,cellular,17,12,1,231,2,failure,0
16042,54,management,married,primary,0,5787,no,0,telephone,21,11,2,-1,0,unknown,0
16043,40,blue-collar,divorced,secondary,0,973,no,0,cellular,14,5,1,-1,0,unknown,1
16044,58,entrepreneur,married,secondary,0,496,no,0,cellular,22,4,1,-1,0,unknown,1
16045,45,technician,single,secondary,0,410,yes,0,unknown,30,5,4,-1,0,unknown,1
16046,41,admin.,married,secondary,0,124,yes,0,cellular,12,5,3,-1,0,unknown,0
16047,33,services,divorced,secondary,0,392,yes,1,unknown,7,5,1,-1,0,unknown,0
16048,35,blue-collar,single,unknown,1,-532,yes,0,unknown,7,5,1,-1,0,unknown,0
16049,31,blue-collar,single,primary,0,-280,no,0,unknown,21,5,3,-1,0,unknown,0
16050,52,management,married,tertiary,0,72,no,0,cellular,2,2,1,-1,0,unknown,0
16051,43,management,married,tertiary,0,-69,yes,0,unknown,26,5,2,-1,0,unknown,0
16052,58,unemployed,divorced,secondary,0,0,no,0,unknown,23,6,2,-1,0,unknown,0
16053,40,admin.,divorced,secondary,0,6,no,0,unknown,11,6,1,-1,0,unknown,0
16054,31,blue-collar,married,secondary,0,43,yes,0,unknown,19,5,3,-1,0,unknown,0
16055,29,management,single,tertiary,0,-223,no,1,cellular,9,7,1,-1,0,unknown,0
16056,54,blue-collar,married,primary,0,1173,no,0,telephone,12,8,8,-1,0,unknown,0
16057,65,unknown,married,unknown,0,300,no,0,cellular,12,1,1,-1,0,unknown,0
16058,35,blue-collar,single,secondary,0,74,yes,0,cellular,17,4,1,-1,0,unknown,0
16059,48,technician,married,secondary,0,101,yes,0,cellular,29,1,2,192,3,failure,0
16060,40,management,married,tertiary,0,-117,yes,0,cellular,17,7,2,-1,0,unknown,0
16061,72,retired,married,primary,0,796,no,0,cellular,24,4,2,-1,0,unknown,0
16062,52,entrepreneur,married,secondary,0,330,no,1,cellular,4,2,1,-1,0,unknown,0
16063,46,admin.,single,secondary,0,19,yes,1,cellular,18,7,1,-1,0,unknown,0
16064,33,technician,married,secondary,0,3071,yes,1,cellular,20,11,2,122,1,failure,0
16065,33,services,married,secondary,0,28,no,0,cellular,29,8,2,-1,0,unknown,0
16066,35,blue-collar,married,secondary,0,67,no,0,unknown,20,5,6,-1,0,unknown,0
16067,53,housemaid,married,primary,0,421,no,0,cellular,6,8,4,-1,0,unknown,0
16068,54,technician,married,secondary,0,114,no,0,cellular,30,7,3,-1,0,unknown,1
16069,29,admin.,single,secondary,0,-507,yes,0,unknown,16,5,1,-1,0,unknown,0
16070,31,blue-collar,married,secondary,0,0,yes,0,unknown,2,6,1,-1,0,unknown,0
16071,63,retired,married,secondary,0,18016,no,0,cellular,7,7,1,-1,0,unknown,1
16072,37,blue-collar,single,secondary,0,88,yes,0,unknown,6,5,2,-1,0,unknown,0
16073,35,technician,married,secondary,0,1255,no,0,unknown,17,6,2,-1,0,unknown,0
16074,51,management,single,tertiary,0,6503,no,0,telephone,21,11,5,-1,0,unknown,0
16075,35,blue-collar,married,secondary,0,331,yes,0,unknown,17,6,3,-1,0,unknown,0
16076,35,blue-collar,married,primary,0,147,yes,0,cellular,5,5,1,337,3,failure,0
16077,54,admin.,married,secondary,0,956,yes,1,telephone,11,5,2,362,1,other,0
16078,37,technician,married,secondary,0,4030,yes,0,unknown,26,5,5,-1,0,unknown,0
16079,53,admin.,single,secondary,0,2892,no,0,cellular,9,4,3,-1,0,unknown,1
16080,31,services,married,secondary,0,1801,yes,0,telephone,6,2,1,274,2,failure,0
16081,40,blue-collar,married,secondary,0,1515,yes,0,cellular,10,8,1,-1,0,unknown,1
16082,51,blue-collar,divorced,primary,0,837,no,0,telephone,30,7,2,-1,0,unknown,0
16083,27,management,single,tertiary,0,648,yes,1,unknown,4,6,1,-1,0,unknown,0
16084,32,technician,single,secondary,0,1995,yes,0,cellular,20,4,1,-1,0,unknown,1
16085,45,self-employed,married,tertiary,0,-497,yes,1,cellular,15,5,1,176,1,failure,0
16086,58,retired,married,secondary,0,158,yes,1,cellular,2,2,5,-1,0,unknown,0
16087,38,management,single,tertiary,0,0,yes,0,cellular,17,11,2,-1,0,unknown,0
16088,33,admin.,single,secondary,0,32,no,0,cellular,11,7,1,-1,0,unknown,0
16089,28,services,single,secondary,0,0,no,0,cellular,28,1,1,-1,0,unknown,0
16090,41,admin.,single,secondary,0,748,no,0,telephone,21,11,7,130,3,other,0
16091,47,management,married,tertiary,0,643,yes,0,unknown,8,5,1,-1,0,unknown,0
16092,43,admin.,single,secondary,0,1022,yes,0,cellular,5,2,3,276,2,failure,0
16093,37,technician,married,secondary,0,1345,yes,0,cellular,6,5,6,169,4,failure,0
16094,36,blue-collar,married,unknown,0,444,no,0,cellular,8,3,6,279,2,failure,0
16095,31,technician,married,tertiary,0,4575,yes,0,telephone,18,5,1,-1,0,unknown,0
16096,54,retired,single,secondary,0,515,yes,0,unknown,17,6,1,-1,0,unknown,0
16097,37,blue-collar,married,secondary,0,105,yes,0,unknown,8,5,2,-1,0,unknown,0
16098,33,admin.,single,secondary,0,101,yes,0,unknown,6,5,1,-1,0,unknown,0
16099,44,technician,divorced,secondary,0,414,yes,1,unknown,6,6,2,-1,0,unknown,0
16100,53,services,married,secondary,0,0,yes,0,cellular,17,7,1,-1,0,unknown,0
16101,30,entrepreneur,single,secondary,0,491,yes,0,unknown,9,5,4,-1,0,unknown,0
16102,41,blue-collar,married,primary,0,168,yes,0,cellular,18,11,3,-1,0,unknown,0
16103,43,management,married,tertiary,0,13450,yes,0,cellular,4,9,1,-1,0,unknown,0
16104,33,self-employed,married,secondary,0,409,no,0,cellular,8,9,1,97,4,success,1
16105,39,technician,married,tertiary,0,1524,no,0,cellular,20,4,1,-1,0,unknown,1
16106,46,blue-collar,married,primary,0,1085,yes,1,cellular,15,5,2,353,58,other,1
16107,53,technician,married,secondary,0,2052,yes,0,cellular,19,11,1,-1,0,unknown,0
16108,48,management,married,tertiary,0,5320,yes,0,unknown,20,6,1,-1,0,unknown,1
16109,54,blue-collar,married,secondary,0,844,no,0,telephone,5,2,7,189,18,other,0
16110,30,management,single,tertiary,0,5288,yes,0,unknown,28,5,3,-1,0,unknown,0
16111,42,retired,married,secondary,0,56,yes,0,unknown,5,5,1,-1,0,unknown,0
16112,34,management,single,tertiary,1,621,no,0,cellular,28,8,3,-1,0,unknown,0
16113,31,student,single,secondary,0,368,yes,0,unknown,20,5,1,-1,0,unknown,0
16114,35,blue-collar,married,secondary,0,444,yes,0,cellular,15,4,3,-1,0,unknown,0
16115,36,admin.,married,secondary,0,110,yes,1,cellular,7,7,1,-1,0,unknown,0
16116,31,management,married,tertiary,0,303,yes,0,unknown,14,5,1,-1,0,unknown,0
16117,39,management,single,tertiary,0,1428,yes,0,cellular,6,5,1,-1,0,unknown,0
16118,28,blue-collar,single,secondary,0,-337,no,1,cellular,23,7,1,-1,0,unknown,0
16119,39,admin.,divorced,secondary,0,728,yes,1,cellular,18,10,1,-1,0,unknown,1
16120,41,services,single,secondary,0,397,yes,0,unknown,20,5,15,-1,0,unknown,0
16121,41,entrepreneur,married,secondary,0,2480,yes,0,unknown,11,6,2,-1,0,unknown,0
16122,58,blue-collar,married,primary,0,96,no,0,unknown,16,6,3,-1,0,unknown,0
16123,45,technician,married,secondary,0,1003,yes,0,unknown,4,6,1,-1,0,unknown,0
16124,39,technician,divorced,secondary,0,454,no,0,cellular,11,8,2,-1,0,unknown,0
16125,44,technician,married,unknown,0,1127,yes,0,unknown,19,6,4,-1,0,unknown,0
16126,43,unemployed,divorced,secondary,0,1577,yes,0,cellular,19,11,1,-1,0,unknown,0
16127,26,blue-collar,married,secondary,0,5795,yes,0,cellular,14,5,2,-1,0,unknown,1
16128,32,services,married,secondary,0,580,yes,0,cellular,30,4,1,-1,0,unknown,0
16129,22,services,single,unknown,0,739,no,0,unknown,20,8,1,-1,0,unknown,0
16130,48,management,married,tertiary,0,0,no,0,cellular,26,8,5,-1,0,unknown,0
16131,43,management,married,tertiary,0,13044,no,0,cellular,19,11,1,93,4,failure,0
16132,39,entrepreneur,married,tertiary,0,350,yes,0,cellular,24,7,2,-1,0,unknown,0
16133,41,entrepreneur,married,tertiary,0,0,yes,0,cellular,3,2,3,-1,0,unknown,0
16134,53,management,married,primary,0,-421,yes,0,unknown,26,5,4,-1,0,unknown,0
16135,31,blue-collar,married,secondary,0,30,yes,0,unknown,11,6,14,-1,0,unknown,0
16136,38,blue-collar,married,primary,0,447,yes,0,cellular,13,5,1,-1,0,unknown,0
16137,53,blue-collar,married,secondary,0,3397,yes,0,unknown,6,5,1,-1,0,unknown,0
16138,49,management,married,tertiary,0,6493,yes,0,telephone,17,11,1,-1,0,unknown,0
16139,21,blue-collar,single,secondary,0,164,no,0,cellular,26,5,1,-1,0,unknown,0
16140,45,management,married,tertiary,0,1373,yes,0,unknown,3,6,4,-1,0,unknown,0
16141,49,management,married,tertiary,0,3842,no,0,cellular,5,4,1,186,3,failure,0
16142,32,blue-collar,married,secondary,0,-460,yes,1,cellular,29,1,2,206,6,other,0
16143,29,management,single,tertiary,0,1377,no,0,cellular,8,4,2,-1,0,unknown,1
16144,49,services,married,secondary,0,3169,no,0,unknown,9,6,1,-1,0,unknown,0
16145,40,management,married,secondary,0,156,no,0,cellular,19,11,1,-1,0,unknown,0
16146,33,blue-collar,divorced,secondary,0,176,yes,0,unknown,12,5,5,-1,0,unknown,0
16147,25,services,single,secondary,0,1119,yes,0,cellular,18,5,1,-1,0,unknown,1
16148,30,technician,single,secondary,0,0,no,0,cellular,22,8,5,-1,0,unknown,0
16149,32,services,divorced,secondary,0,453,yes,0,cellular,17,4,1,150,2,failure,0
16150,42,management,married,tertiary,0,4,yes,0,cellular,8,5,2,295,1,success,1
16151,45,admin.,divorced,secondary,0,-176,no,1,cellular,7,7,1,-1,0,unknown,1
16152,37,unemployed,married,tertiary,0,7620,no,0,telephone,31,8,3,98,3,failure,0
16153,36,housemaid,divorced,secondary,0,181,yes,0,cellular,18,7,1,-1,0,unknown,0
16154,39,blue-collar,divorced,secondary,0,33,no,0,cellular,29,1,4,-1,0,unknown,0
16155,59,blue-collar,married,unknown,0,-278,yes,0,unknown,13,5,2,-1,0,unknown,0
16156,48,technician,single,secondary,0,-347,no,1,cellular,7,8,2,-1,0,unknown,0
16157,46,blue-collar,married,primary,0,4,no,1,unknown,20,6,1,-1,0,unknown,0
16158,51,unemployed,married,secondary,0,7464,no,0,cellular,20,11,2,-1,0,unknown,0
16159,25,blue-collar,single,secondary,0,-392,yes,0,cellular,7,5,1,-1,0,unknown,0
16160,72,retired,married,secondary,0,17739,no,0,cellular,11,9,4,-1,0,unknown,0
16161,35,technician,single,tertiary,0,59,yes,0,unknown,28,5,3,-1,0,unknown,0
16162,53,entrepreneur,married,tertiary,0,1129,no,1,cellular,28,7,8,-1,0,unknown,0
16163,50,retired,married,primary,0,14,no,1,telephone,23,7,4,-1,0,unknown,0
16164,34,admin.,married,secondary,0,444,yes,0,cellular,11,7,2,-1,0,unknown,0
16165,46,services,married,tertiary,0,523,yes,0,cellular,17,4,1,-1,0,unknown,0
16166,59,technician,divorced,secondary,0,0,no,0,cellular,29,8,2,-1,0,unknown,0
16167,38,services,married,primary,0,175,no,0,unknown,17,6,2,-1,0,unknown,0
16168,51,technician,married,secondary,0,428,no,1,cellular,18,7,2,-1,0,unknown,0
16169,35,services,married,secondary,0,1279,yes,0,unknown,16,6,5,-1,0,unknown,0
16170,45,technician,married,tertiary,0,1780,no,0,unknown,9,6,1,-1,0,unknown,0
16171,56,blue-collar,married,primary,0,551,no,0,unknown,29,5,1,-1,0,unknown,0
16172,39,entrepreneur,married,tertiary,0,36,yes,0,unknown,26,5,3,-1,0,unknown,0
16173,32,technician,single,secondary,0,792,no,0,cellular,29,8,2,-1,0,unknown,0
16174,31,entrepreneur,single,secondary,0,37,no,0,cellular,8,8,2,-1,0,unknown,0
16175,64,management,married,primary,0,0,yes,0,cellular,16,2,1,-1,0,unknown,0
16176,55,blue-collar,married,primary,0,1101,no,0,unknown,18,6,3,-1,0,unknown,0
16177,31,blue-collar,single,secondary,0,-2,no,1,cellular,7,7,2,-1,0,unknown,0
16178,30,management,single,tertiary,0,2317,yes,0,unknown,26,5,5,-1,0,unknown,0
16179,43,technician,married,primary,0,321,yes,0,cellular,6,2,5,268,6,other,0
16180,32,self-employed,single,tertiary,0,4024,yes,0,cellular,2,7,1,-1,0,unknown,0
16181,35,management,married,tertiary,0,249,yes,0,cellular,6,8,2,-1,0,unknown,0
16182,30,self-employed,single,tertiary,0,655,no,0,cellular,23,9,4,184,1,success,1
16183,51,unemployed,married,tertiary,0,1634,yes,0,cellular,22,7,4,-1,0,unknown,0
16184,29,housemaid,single,tertiary,0,2196,no,0,cellular,5,8,1,-1,0,unknown,1
16185,42,technician,married,secondary,0,334,yes,0,cellular,20,4,5,335,9,other,0
16186,38,admin.,single,unknown,0,446,yes,0,unknown,13,5,1,-1,0,unknown,0
16187,47,services,single,unknown,0,1784,no,0,cellular,19,10,2,-1,0,unknown,1
16188,51,blue-collar,married,primary,0,19,no,0,cellular,26,8,10,-1,0,unknown,0
16189,40,technician,married,secondary,0,-396,yes,0,unknown,26,5,1,-1,0,unknown,0
16190,44,management,divorced,tertiary,1,-26,no,0,cellular,22,8,4,-1,0,unknown,0
16191,39,technician,married,secondary,0,52,no,0,cellular,12,8,2,-1,0,unknown,0
16192,36,admin.,married,secondary,0,725,yes,0,cellular,27,2,3,99,8,failure,0
16193,32,technician,married,tertiary,0,3538,yes,0,unknown,28,5,5,-1,0,unknown,0
16194,40,management,single,tertiary,0,80,yes,0,cellular,30,1,3,-1,0,unknown,0
16195,47,admin.,single,secondary,0,594,yes,0,unknown,7,5,1,-1,0,unknown,0
16196,41,admin.,single,unknown,0,350,yes,0,cellular,29,1,1,-1,0,unknown,0
16197,50,technician,married,secondary,0,797,yes,0,unknown,6,5,1,-1,0,unknown,0
16198,52,technician,married,secondary,0,5006,yes,0,unknown,15,5,1,-1,0,unknown,0
16199,54,unemployed,married,tertiary,0,6590,no,0,cellular,22,6,4,-1,0,unknown,0
16200,38,management,divorced,tertiary,0,0,yes,1,cellular,4,12,1,-1,0,unknown,0
16201,45,technician,married,secondary,0,3492,yes,1,unknown,20,6,4,-1,0,unknown,0
16202,37,technician,divorced,secondary,0,79,no,0,cellular,21,7,1,-1,0,unknown,0
16203,28,technician,single,secondary,0,-219,yes,0,unknown,12,5,2,-1,0,unknown,0
16204,31,management,married,tertiary,0,163,yes,1,telephone,10,11,1,-1,0,unknown,0
16205,40,services,married,secondary,0,1836,yes,0,cellular,12,5,2,-1,0,unknown,1
16206,33,blue-collar,single,tertiary,0,350,yes,0,unknown,24,6,5,-1,0,unknown,0
16207,34,blue-collar,married,secondary,0,225,yes,0,unknown,28,5,2,-1,0,unknown,0
16208,58,management,divorced,tertiary,0,315,yes,0,cellular,17,11,2,-1,0,unknown,0
16209,40,admin.,single,primary,0,1970,no,0,cellular,8,5,1,-1,0,unknown,0
16210,60,blue-collar,married,secondary,0,322,yes,0,cellular,7,5,1,-1,0,unknown,0
16211,31,services,married,secondary,0,395,no,0,cellular,25,7,3,-1,0,unknown,0
16212,37,admin.,married,secondary,0,-356,no,1,unknown,9,5,1,-1,0,unknown,0
16213,37,management,married,secondary,0,341,no,0,unknown,3,6,2,-1,0,unknown,0
16214,43,admin.,married,secondary,0,1220,yes,0,cellular,20,4,2,339,1,other,0
16215,42,management,married,primary,0,860,yes,0,unknown,15,5,3,-1,0,unknown,0
16216,42,services,married,secondary,0,154,yes,0,telephone,14,5,5,372,1,other,0
16217,46,admin.,single,secondary,0,1070,yes,0,cellular,6,4,2,-1,0,unknown,0
16218,40,blue-collar,married,secondary,0,-605,yes,1,cellular,21,11,1,171,1,failure,0
16219,48,blue-collar,married,secondary,0,2697,yes,1,unknown,26,5,5,-1,0,unknown,0
16220,38,entrepreneur,married,tertiary,0,4,yes,0,cellular,16,7,1,-1,0,unknown,0
16221,32,entrepreneur,married,secondary,0,126,yes,1,cellular,23,7,2,-1,0,unknown,0
16222,51,technician,single,secondary,0,1153,yes,0,cellular,20,4,5,-1,0,unknown,0
16223,45,technician,divorced,secondary,0,982,yes,0,cellular,17,8,2,454,3,success,0
16224,40,blue-collar,married,primary,0,-108,yes,0,unknown,19,6,3,-1,0,unknown,0
16225,31,management,single,tertiary,0,18,no,0,cellular,22,8,3,-1,0,unknown,0
16226,50,technician,married,secondary,0,0,yes,0,cellular,17,11,4,168,2,failure,0
16227,52,unemployed,married,unknown,0,83,yes,0,unknown,11,6,29,-1,0,unknown,0
16228,42,admin.,married,secondary,0,71,yes,1,cellular,28,4,3,-1,0,unknown,0
16229,35,blue-collar,single,primary,0,-4,yes,0,cellular,18,5,1,-1,0,unknown,0
16230,31,technician,single,tertiary,0,426,yes,0,unknown,23,5,7,-1,0,unknown,0
16231,58,management,married,tertiary,0,5680,no,0,unknown,18,6,1,-1,0,unknown,0
16232,42,technician,married,secondary,0,4791,yes,0,unknown,30,5,2,-1,0,unknown,0
16233,36,blue-collar,married,secondary,0,1797,yes,1,cellular,17,11,1,181,2,failure,0
16234,50,blue-collar,married,primary,0,-294,yes,0,unknown,6,6,3,-1,0,unknown,0
16235,50,blue-collar,married,secondary,0,1498,yes,0,cellular,18,7,1,-1,0,unknown,0
16236,33,technician,single,secondary,0,315,yes,0,cellular,18,5,3,374,2,other,0
16237,39,blue-collar,married,primary,0,390,yes,0,cellular,17,4,1,-1,0,unknown,0
16238,32,technician,single,secondary,0,432,no,0,cellular,20,8,3,-1,0,unknown,0
16239,33,technician,single,secondary,0,5214,yes,0,cellular,7,5,2,-1,0,unknown,0
16240,42,unknown,single,primary,0,2398,yes,0,cellular,3,2,2,271,2,failure,0
16241,41,blue-collar,married,secondary,0,1954,no,0,cellular,18,11,1,110,2,success,0
16242,56,admin.,married,primary,0,2086,yes,0,cellular,5,5,8,-1,0,unknown,0
16243,41,blue-collar,married,secondary,0,-68,yes,0,unknown,14,5,2,-1,0,unknown,0
16244,24,self-employed,single,unknown,0,1179,no,0,cellular,10,2,1,-1,0,unknown,0
16245,35,technician,single,secondary,0,1501,yes,0,cellular,15,5,1,357,1,other,0
16246,25,student,single,tertiary,0,-113,no,0,cellular,10,7,3,-1,0,unknown,0
16247,54,retired,married,secondary,0,1139,yes,0,cellular,14,5,1,177,7,failure,0
16248,57,housemaid,married,primary,0,411,yes,0,unknown,27,5,3,-1,0,unknown,0
16249,48,services,divorced,primary,0,-110,no,1,unknown,19,6,2,-1,0,unknown,0
16250,51,admin.,married,secondary,0,0,no,0,telephone,20,11,5,-1,0,unknown,0
16251,35,services,divorced,secondary,0,-33,no,1,cellular,6,5,1,-1,0,unknown,0
16252,56,management,married,secondary,0,208,no,1,telephone,31,7,6,-1,0,unknown,0
16253,47,housemaid,divorced,secondary,0,1361,no,0,cellular,19,8,3,-1,0,unknown,0
16254,34,admin.,single,secondary,0,5057,yes,0,cellular,19,11,1,-1,0,unknown,0
16255,36,blue-collar,divorced,secondary,0,719,yes,0,unknown,13,5,1,-1,0,unknown,0
16256,52,blue-collar,married,secondary,0,900,no,0,cellular,8,8,2,-1,0,unknown,0
16257,29,blue-collar,married,secondary,0,339,yes,0,cellular,15,5,3,354,2,failure,0
16258,26,blue-collar,single,primary,0,-579,yes,0,unknown,16,5,3,-1,0,unknown,0
16259,30,services,single,secondary,0,209,yes,0,unknown,6,5,2,-1,0,unknown,0
16260,40,entrepreneur,married,secondary,0,6403,no,0,cellular,22,9,2,-1,0,unknown,1
16261,33,blue-collar,divorced,primary,0,1022,yes,0,cellular,5,5,1,-1,0,unknown,0
16262,53,blue-collar,married,primary,0,1086,no,0,cellular,7,7,5,-1,0,unknown,0
16263,56,management,divorced,tertiary,0,2959,yes,0,telephone,18,5,1,-1,0,unknown,0
16264,37,technician,married,secondary,0,449,yes,0,cellular,29,8,4,-1,0,unknown,0
16265,36,blue-collar,married,primary,0,-608,yes,0,cellular,11,7,2,-1,0,unknown,0
16266,31,services,single,secondary,0,887,no,0,cellular,30,1,1,-1,0,unknown,0
